0	-29.3895
1	-31.001
2	-46.9841
3	-66.3629
4	-65.1802
5	-62.3499
6	-60.2347
7	-60.3521
8	-60.1471
9	-62.1423
10	-65.472
11	-68.4668
12	-70.3465
13	-70.8312
14	-71.1836
15	-72.1339
16	-71.3118
17	-71.5026
18	-70.9592
19	-71.4998
20	-71.885
21	-71.977
22	-72.7625
23	-72.0625
24	-68.9014
25	-66.4353
26	-63.9295
27	-68.1967
28	-72.295
29	-71.9547
30	-71.656
31	-70.3947
32	-69.7253
33	-69.8793
34	-69.4109
35	-70.1282
36	-71.8243
37	-71.8864
38	-71.8658
39	-70.2911
40	-68.3687
41	-66.9221
42	-65.8731
43	-65.2179
44	-65.8653
45	-67.3093
46	-68.3389
47	-69.5478
48	-70.0957
49	-69.9478
50	-68.1507
51	-70.0347
52	-70.445
53	-69.6638
54	-68.2104
55	-66.2078
56	-65.3114
57	-65.9651
58	-66.0554
59	-66.7433
60	-67.3377
61	-67.47
62	-67.2992
63	-62.3236
64	-61.7866
65	-64.2822
66	-62.3138
67	-61.3875
68	-61.4445
69	-63.1581
70	-66.1514
71	-68.2162
72	-64.8012
73	-54.9811
74	-49.9151
75	-53.4611
76	-62.5676
77	-67.9803
78	-68.8584
79	-67.7685
80	-66.7294
81	-66.3649
82	-66.6022
83	-65.9361
84	-65.0171
85	-66.112
86	-69.3608
87	-72.0139
88	-72.1663
89	-70.8649
90	-69.0688
91	-67.2625
92	-66.436
93	-68.3931
94	-70.6547
95	-71.1277
96	-71.8501
97	-70.746
98	-69.1917
99	-69.8928
100	-71.1969
101	-71.969
102	-72.9641
103	-71.5429
104	-70.9891
105	-69.9183
106	-69.7585
107	-70.4738
108	-69.7492
109	-68.8953
110	-68.1837
111	-67.9081
112	-65.9524
113	-64.4467
114	-61.9249
115	-58.0235
116	-55.0061
117	-53.0746
118	-53.3175
119	-56.1881
120	-58.9452
121	-57.4692
122	-47.9947
123	-34.8545
124	-29.9078
125	-34.1675
126	-46.0866
127	-55.3263
128	-59.779
129	-61.2437
130	-60.9151
131	-61.5314
132	-61.9473
133	-64.0559
134	-65.2304
135	-65.5987
136	-67.5431
137	-68.9059
138	-69.611
139	-69.9415
140	-71.3187
141	-71.1838
142	-70.8497
143	-70.8378
144	-71.0302
145	-71.7513
146	-72.5049
147	-73.0452
148	-72.7829
149	-71.7289
150	-69.893
151	-71.44
152	-72.327
153	-71.3668
154	-71.4736
155	-70.4234
156	-70.1795
157	-69.7696
158	-69.4412
159	-69.4541
160	-69.1995
161	-70.0516
162	-68.9997
163	-66.4157
164	-65.215
165	-65.7052
166	-64.0319
167	-62.352
168	-63.1507
169	-65.5274
170	-67.4092
171	-68.5704
172	-64.4893
173	-54.889
174	-50.1018
175	-53.6439
176	-62.5316
177	-66.0303
178	-66.8608
179	-64.6373
180	-62.6476
181	-63.1389
182	-63.7305
183	-64.4816
184	-60.9942
185	-61.4944
186	-64.5448
187	-67.3903
188	-66.0808
189	-64.693
190	-60.0184
191	-55.999
192	-57.0163
193	-61.2397
194	-65.6454
195	-69.8723
196	-67.5935
197	-64.3292
198	-61.9924
199	-62.6676
200	-66.7368
201	-67.106
202	-68.4042
203	-69.0156
204	-68.6566
205	-68.7821
206	-68.9355
207	-69.406
208	-69.2034
209	-69.9199
210	-70.9374
211	-71.5603
212	-72.2524
213	-72.3041
214	-71.8937
215	-70.2942
216	-69.5778
217	-72.4774
218	-72.4915
219	-71.8527
220	-71.8044
221	-70.7425
222	-70.0777
223	-69.7366
224	-70.5461
225	-71.1965
226	-70.6395
227	-70.4614
228	-69.7647
229	-69.3556
230	-68.2072
231	-68.4926
232	-67.717
233	-66.6419
234	-65.4723
235	-65.1075
236	-64.6681
237	-63.4031
238	-59.6919
239	-53.4549
240	-47.466
241	-42.7548
242	-43.3734
243	-48.8003
244	-55.831
245	-60.8402
246	-58.0956
247	-51.6598
248	-48.0542
249	-49.8384
250	-55.6609
251	-61.0387
252	-64.3101
253	-65.5528
254	-66.5756
255	-67.2223
256	-67.0059
257	-68.451
258	-68.6191
259	-69.3406
260	-69.6752
261	-70.1495
262	-70.5259
263	-71.52
264	-71.2587
265	-71.1312
266	-70.0566
267	-70.0185
268	-69.969
269	-71.1047
270	-71.5765
271	-69.9382
272	-69.6149
273	-65.7658
274	-62.9595
275	-66.1322
276	-70.8438
277	-71.7206
278	-71.456
279	-69.8699
280	-68.7174
281	-67.7876
282	-67.1069
283	-67.1563
284	-67.5761
285	-67.9802
286	-68.6235
287	-68.8565
288	-68.1571
289	-65.1643
290	-60.045
291	-55.7451
292	-56.5172
293	-60.7614
294	-65.8573
295	-68.0068
296	-65.3565
297	-62.3651
298	-59.5951
299	-61.1479
300	-64.9879
301	-65.0219
302	-65.1352
303	-67.3768
304	-66.606
305	-67.1601
306	-67.0541
307	-68.2681
308	-66.4865
309	-67.1375
310	-66.8917
311	-68.1385
312	-67.8525
313	-67.6433
314	-65.8563
315	-60.3139
316	-60.4682
317	-65.572
318	-68.5051
319	-67.4146
320	-65.49
321	-62.3713
322	-60.8999
323	-61.2932
324	-63.5533
325	-66.3598
326	-68.515
327	-68.9377
328	-70.0562
329	-68.8405
330	-68.404
331	-68.4642
332	-68.5981
333	-68.682
334	-69.4192
335	-70.0356
336	-70.9842
337	-71.4967
338	-70.0568
339	-63.266
340	-62.0082
341	-67.8385
342	-69.3524
343	-70.8246
344	-70.5937
345	-70.3844
346	-70.4432
347	-69.5325
348	-70.4308
349	-70.3636
350	-70.3812
351	-70.3764
352	-70.349
353	-69.3605
354	-68.6803
355	-67.4263
356	-66.625
357	-64.9546
358	-64.8295
359	-64.5587
360	-65.2166
361	-65.8477
362	-65.1144
363	-61.7567
364	-51.7202
365	-43.4308
366	-43.0551
367	-51.7253
368	-62.1201
369	-61.0961
370	-57.8407
371	-54.3363
372	-52.1268
373	-52.3958
374	-54.5696
375	-58.8021
376	-62.5295
377	-66.4086
378	-66.6183
379	-67.6867
380	-68.0572
381	-68.486
382	-68.4029
383	-68.338
384	-68.0492
385	-69.0329
386	-68.7738
387	-69.416
388	-69.1836
389	-68.8969
390	-67.6108
391	-66.2865
392	-67.3676
393	-68.0056
394	-68.9272
395	-68.3543
396	-69.3568
397	-67.5883
398	-67.6199
399	-67.4728
400	-68.7841
401	-68.8702
402	-68.8445
403	-68.3501
404	-67.8773
405	-66.8387
406	-66.7746
407	-66.1849
408	-66.0358
409	-65.8796
410	-65.8336
411	-66.7853
412	-66.6849
413	-66.7653
414	-66.6836
415	-64.347
416	-64.2648
417	-66.0993
418	-65.4263
419	-64.7139
420	-63.3103
421	-61.5131
422	-60.1099
423	-60.9243
424	-62.1895
425	-63.1051
426	-64.2739
427	-64.6474
428	-63.3311
429	-58.7406
430	-60.2474
431	-62.563
432	-61.199
433	-61.0013
434	-61.5413
435	-62.1128
436	-63.2088
437	-63.7392
438	-59.6877
439	-49.0924
440	-48.3248
441	-56.8426
442	-63.158
443	-62.5294
444	-62.7939
445	-61.505
446	-60.9263
447	-60.5173
448	-62.0492
449	-60.331
450	-62.279
451	-61.3478
452	-61.8996
453	-61.7953
454	-61.0783
455	-61.516
456	-60.4202
457	-61.0035
458	-60.0953
459	-60.4912
460	-59.8525
461	-59.8597
462	-59.3259
463	-59.1475
464	-58.9509
465	-58.4572
466	-58.2492
467	-58.104
468	-57.3558
469	-57.4143
470	-56.8567
471	-56.5918
472	-56.1148
473	-55.9965
474	-55.2618
475	-55.1854
476	-54.7122
477	-54.3908
478	-54.0172
479	-53.5986
480	-53.4063
481	-53.0717
482	-53.2496
483	-55.0139
484	-57.9863
485	-52.8213
486	-52.9156
487	-21.4081
488	6.55331
489	17.2257
490	18.0258
491	9.29063
492	-14.0509
493	-56.315
494	-52.9948
495	-58.1366
496	-55.0367
497	-54.2289
498	-53.2625
499	-53.1786
500	-53.4317
501	-54.0121
502	-54.3696
503	-54.7877
504	-54.8718
505	-55.5876
506	-55.5657
507	-56.2354
508	-56.5009
509	-56.8914
510	-57.0467
511	-57.7582
512	-57.6825
513	-58.2785
514	-58.63
515	-58.678
516	-59.1165
517	-59.4025
518	-59.5207
519	-60.1018
520	-60.0358
521	-60.7774
522	-60.1524
523	-61.223
524	-60.6927
525	-61.6825
526	-61.5228
527	-61.9871
528	-62.2044
529	-60.3775
530	-62.1918
531	-60.9915
532	-61.4257
533	-60.8001
534	-61.3006
535	-61.5324
536	-63.0871
537	-62.9839
538	-59.3806
539	-49.0325
540	-48.3032
541	-56.7784
542	-63.7165
543	-62.925
544	-62.9375
545	-60.9861
546	-61.2416
547	-61.5346
548	-61.5433
549	-62.0133
550	-58.5362
551	-62.4601
552	-65.3514
553	-64.4803
554	-63.4392
555	-62.4976
556	-61.1851
557	-60.8904
558	-61.1795
559	-63.0083
560	-64.6313
561	-66.1533
562	-65.9896
563	-65.6096
564	-65.6333
565	-66.2287
566	-66.8311
567	-66.5955
568	-66.2725
569	-66.2966
570	-65.9134
571	-65.7075
572	-66.1928
573	-66.1597
574	-67.5642
575	-67.3169
576	-68.1001
577	-68.712
578	-69.1052
579	-68.4102
580	-68.3039
581	-66.9131
582	-68.1267
583	-67.8731
584	-69.3479
585	-68.1662
586	-68.3885
587	-67.3932
588	-66.781
589	-67.2612
590	-68.4872
591	-69.3835
592	-69.2718
593	-69.0536
594	-68.8094
595	-68.5085
596	-68.0716
597	-68.7445
598	-68.4753
599	-68.3495
600	-67.7626
601	-68.1606
602	-65.888
603	-64.5358
604	-60.2052
605	-55.3554
606	-52.7725
607	-52.6738
608	-54.279
609	-57.7438
610	-61.3121
611	-62.8338
612	-55.1282
613	-45.6716
614	-44.3706
615	-51.3439
616	-61.7068
617	-66.1902
618	-65.372
619	-65.3354
620	-64.4855
621	-64.596
622	-64.8642
623	-65.8438
624	-67.6603
625	-68.2902
626	-69.0526
627	-69.8063
628	-70.2726
629	-70.1844
630	-70.2882
631	-69.7881
632	-70.3271
633	-69.9213
634	-70.1218
635	-70.6674
636	-70.5928
637	-69.8994
638	-67.9076
639	-62.8197
640	-62.2101
641	-69.1622
642	-71.335
643	-70.6682
644	-70.4557
645	-69.2071
646	-69.0333
647	-68.4543
648	-68.3116
649	-68.5346
650	-69.487
651	-70.0581
652	-69.8083
653	-68.5711
654	-66.4415
655	-64.0071
656	-61.6172
657	-60.9673
658	-62.2615
659	-64.9879
660	-66.6184
661	-68.0137
662	-67.4988
663	-62.3555
664	-60.8436
665	-65.9427
666	-68.1989
667	-67.7918
668	-67.5456
669	-67.4331
670	-66.3084
671	-66.8517
672	-67.624
673	-67.6985
674	-67.0644
675	-67.288
676	-66.3109
677	-66.0718
678	-64.121
679	-65.2809
680	-61.2998
681	-58.9399
682	-61.3488
683	-64.8483
684	-67.6584
685	-65.9977
686	-61.7501
687	-57.0518
688	-55.0489
689	-58.6386
690	-64.0079
691	-67.2929
692	-68.9578
693	-68.4008
694	-68.1187
695	-67.1977
696	-67.3751
697	-67.4065
698	-67.2809
699	-68.3115
700	-69.7224
701	-71.1923
702	-72.3172
703	-71.5589
704	-67.1743
705	-63.3251
706	-64.7806
707	-68.5328
708	-70.8697
709	-71.2077
710	-71.1075
711	-70.6983
712	-69.7741
713	-70.3235
714	-71.2061
715	-71.2758
716	-71.0554
717	-71.212
718	-69.9319
719	-69.1793
720	-69.5484
721	-69.084
722	-67.9275
723	-67.4338
724	-67.0248
725	-66.2137
726	-65.4943
727	-64.7863
728	-61.2187
